,Cluster.ID,Parent,TaxIDs,GIs,Genera,L.min,L.max,MAD,Defline.of.longest.sequence
474,474,115490,16,16,1,424,783,0.8959929757,"Livistona benthamii voucher MBC Live Collection 69691. G. RNA polymerase II second largest subunit (RPB2) gene, partial cds"
215,215,4710,15,42,15,270,1458,0.4449016918,"Ravenea hildebrandtii photosystem II CP43 chlorophyll apoprotein (psbC) gene, partial cds; plastid"
240,240,169708,15,38,5,475,868,0.7984477322,"Kentiopsis magnifica genomic DNA containing partial trnL gene, trnL-trnF IGS, specimen voucher J.C.Pintaud 631 (G)"
278,278,4710,15,33,7,316,1229,0.3188845329,"Calamus distentus bio-material K:15792 26S ribosomal RNA gene, partial sequence"
335,335,169708,15,27,5,784,1434,0.9088021075,"Chambeyronia macrocarpa ribulose bisphosphate carboxylase large subunit (rbcL) gene, complete cds; chloroplast gene for chloroplast product"
358,358,169707,15,24,4,997,1025,0.9870325203,"Wettinia disticha voucher COL:R.Bernal 4774 NADH dehydrogenase subunit 1 (ndhA) gene, partial cds; chloroplast"
401,401,351477,15,21,10,1289,1434,0.9649996679,"Cyrtostachys renda ribulose bisphosphate carboxylase large subunit (rbcL) gene, complete cds; chloroplast gene for chloroplast product"
411,411,169708,15,20,5,656,673,0.9910846954,"Kentiopsis pyriformis genomic DNA containing atpF-atpH IGS, specimen voucher Pintaud 202 (K, NY, P)"
418,418,169754,15,19,5,611,833,0.857837872,"Trachycarpus nanus voucher M. Chase 1873 (K) serine/threonine protein kinase (CISP4) gene, partial sequence"
425,425,145670,15,19,1,359,389,0.9579217968,"Astrocaryum murumuru trnD-trnY intergenic spacer, partial sequence; tRNA-Tyr (trnY) gene, trnY-trnE intergenic spacer, and tRNA-Glu (trnE) gene, complete sequence; and trnE-trnT intergenic spacer, partial sequence; chloroplast"
440,440,169708,15,18,5,526,526,1,"Actinokentia divaricata partial rpoB gene for DNA-directed RNA polymerase subunit beta, specimen voucher Pintaud 351 (K)"
458,458,154481,15,17,1,726,886,0.9135572965,"Heterospathe longipes intron 23 (rpb2 gene), specimen voucher Zona 1039"
483,483,145670,15,16,1,803,844,0.9845971564,"Astrocaryum gynacanthum ribosomal protein S16 (rps16) gene, intron, exon 2 and partial cds; chloroplast"
488,488,115444,15,15,1,773,794,0.9864819479,"Attalea oleifera 5S ribosomal RNA (rrn5) and tRNA-Arg (trnR-ACG) genes, complete sequence"
500,500,115490,15,15,1,540,780,0.9021367521,"Livistona lorophylla voucher MBC Live Collection 20011352.A serine/threonine protein kinase (CISP4) gene, partial sequence"
507,507,169703,15,15,14,825,892,0.982735426,"Linospadix longicrurus chloroplast trnD gene, partial sequence; trnY and trnE genes, complete sequence; and trnE-trnT intergenic spacer region, partial sequence"
216,216,169698,14,41,6,260,278,0.9779785927,"Calamus deeratus 18S rRNA gene (partial), 5.8S rRNA gene, 26S rRNA gene (partial) and internal transcribed spacers 1 and 2 (ITS1, ITS2), clone 2"
218,218,169733,14,41,6,260,278,0.9779785927,"Calamus deeratus 18S rRNA gene (partial), 5.8S rRNA gene, 26S rRNA gene (partial) and internal transcribed spacers 1 and 2 (ITS1, ITS2), clone 2"
233,233,169752,14,39,4,517,1434,0.4574974073,"Licuala grandis ribulose bisphosphate carboxylase large subunit (rbcL) gene, complete cds; chloroplast gene for chloroplast product"
303,303,417013,14,29,8,411,621,0.860347604,"Brahea brandegeei isolate BB_3 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; plastid"
319,319,169712,14,28,5,508,1434,0.5695606695,"Oenocarpus bataua ribulose bisphosphate carboxylase large subunit (rbcL) gene, complete cds; chloroplast gene for chloroplast product"
355,355,417009,14,24,1,651,1637,0.871436571,"Sabal bermudana chloroplast matK pseudogene (partial), and trnK gene (partial), intron, specimen voucher 1982-5602 (K)"
356,356,169711,14,24,4,388,652,0.7021344581,"Dypsis heterophylla phosphoribulokinase-like protein 2 (PRK) gene, exons 4, 5 and partial cds"
360,360,145670,14,24,1,369,599,0.8965637173,"Astrocaryum rodriguesii isolate AGA-JCP341 MADS box transcription factor (AG1) gene, partial cds"
381,381,169699,14,22,4,741,749,0.9905935186,"Ravenea xerophila voucher Trenel 008 (AAU) atpH-atpI intergenic spacer, partial sequence; and ATP synthase CF0 A chain subunit IV (atpI) gene, partial cds; chloroplast"
382,382,169743,14,22,4,741,749,0.9905935186,"Ravenea xerophila voucher Trenel 008 (AAU) atpH-atpI intergenic spacer, partial sequence; and ATP synthase CF0 A chain subunit IV (atpI) gene, partial cds; chloroplast"
422,422,417062,14,19,5,357,589,0.6472165133,"Cyphosperma balansae phosphoribulokinase-like protein 2 (PRK) gene, exons 4, 5 and partial cds"
462,462,169706,14,17,6,811,862,0.9808243483,"Geonoma polyandra chloroplast rps16 gene (partial), intron"
512,512,169708,14,15,5,368,506,0.7731225296,"Actinokentia huerlimannii voucher NOU:Pintaud 465 MADS box transcription factor (AG1) gene, partial cds"
515,515,115444,14,14,1,582,632,0.9846292948,"Attalea burretiana voucher FTG:Noblick 5148 30S ribosomal protein S15 (rps15) and ycf1 protein (ycf1) genes, partial cds; chloroplast"
516,516,115444,14,14,1,719,934,0.9323952279,"Attalea oleifera phytochrome B (phyB) gene, partial cds"
523,523,169736,14,14,5,828,884,0.9727698772,Calamus hollrungii partial rps16 gene
539,539,145670,14,14,1,359,373,0.9854461892,"Astrocaryum paramaca tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast"
540,540,145670,14,14,1,291,305,0.9784543326,"Astrocaryum alatum 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence"
541,541,145670,14,14,1,256,260,0.9887362637,"Astrocaryum minus 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence"
210,210,169700,13,42,2,263,328,0.9101335656,"Sabal minor clone 8 18S ribosomal RNA gene gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 23S ribosomal RNA gene gene, partial sequence"
305,305,169711,13,29,4,400,869,0.9267092576,"Dypsis hiarakae RPB2 gene, intron 23, clone 5"
309,309,154466,13,29,1,424,523,0.8908155865,"Bactris gasipaes plastid partial tRNA-Leu gene and trnL-trnF IGS, specimen voucher C.E. Lewis 02-027 (FTG)"
317,317,169704,13,28,2,302,669,0.719303865,"Caryota maxima isolate SCBGP332_2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence"
339,339,169700,13,26,2,279,288,0.9951923077,"Livistona speciosa voucher H5918 tRNA-Ser (trnS) gene and trnS-psbZ intergenic spacer, complete sequence; PsbZ (psbZ) gene, complete cds; psbZ-trnG intergenic spacer and tRNA-Gly (trnG) gene, complete sequence; and trnG-trnfM intergenic spacer, partial sequence; chloroplast"
362,362,169699,13,23,8,407,569,0.9009704287,"Pseudophoenix vinifera chloroplast partial tRNA-Leu gene, intergenic spacer and partial tRNA-Phe gene"
406,406,4710,13,21,3,671,747,0.9781347613,"Ceroxylon pityrophyllum ATP synthase CF0 C chain subunit III (atpH) and ATP synthase CF0 B chain subunit I (atpF) genes, partial cds; chloroplast"
429,429,169699,13,18,8,1173,1449,0.9675638371,"Ravenea hildebrandtii ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid"
449,449,115510,13,17,1,382,540,0.9302832244,"Ravenea lakatra voucher Byg 26 (AAU) phosphoribulokinase (prk) gene, exons 4, 5 and partial cds"
470,470,115510,13,16,1,784,1700,0.9475367647,"Ravenea julietiae voucher Baker 1014 (K) trnK gene, intron; and matK pseudogene, complete sequence; chloroplast"
472,472,154472,13,16,1,530,791,0.9008375474,"Copernicia prunifera isolate 977 RNA polymerase II second largest subunit (RPB2) gene, intron 23 and partial cds"
495,495,154472,13,15,1,701,766,0.9506527415,"Copernicia macroglossa voucher NYBG Live Collection 4121/95A serine/threonine protein kinase (CISP4) gene, partial sequence"
496,496,154472,13,15,1,1560,1637,0.9570759519,"Copernicia prunifera chloroplast matK pseudogene (partial), and trnK gene (partial), intron, specimen voucher C. E. Lewis 03-012 (FTG)"
497,497,154472,13,15,1,838,942,0.937438075,"Copernicia tectorum voucher FTG DNA Bank 1644 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast"
498,498,154472,13,15,1,564,863,0.9288528389,"Copernicia hospita voucher MBC Live Collection 94607 tRNA-Asp (tnrD), tRNA-Tyr (trnY), and tRNA-Glu (trnE) genes and trnE-trnT intergenic spacer, complete sequence; chloroplast"
499,499,154472,13,15,1,538,600,0.9327777778,"Copernicia macroglossa voucher NYBG Live Collection 4121/95A CISP5 gene, partial sequence"
509,509,145678,13,15,1,600,811,0.9642416769,"Calyptrocalyx sp. Dowe 729 RPB2 gene, intron 23, specimen voucher Dowe 729 (JCT)"
510,510,145678,13,15,1,412,639,0.6798122066,"Calyptrocalyx yamutumene partial prk gene intron 4, specimen voucher Dowe 730 (JCT)"
513,513,154466,13,15,1,318,409,0.8891605542,"Bactris gasipaes tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast"
518,518,169698,13,14,7,401,648,0.8697089947,"Mauritiella armata voucher Couvreur, T.L.P. 257 (K) agamous 1 (AG1) gene, partial cds"
519,519,169734,13,14,7,401,648,0.8697089947,"Mauritiella armata voucher Couvreur, T.L.P. 257 (K) agamous 1 (AG1) gene, partial cds"
521,521,169736,13,14,5,859,1227,0.7633601118,"Daemonorops sp. TY-2016 voucher CPG SZFLB29 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast"
538,538,154466,13,14,1,811,855,0.9797827903,"Bactris gasipaes ribosomal protein S16 (rps16) gene, intron, exon 2 and partial cds; chloroplast"
549,549,115510,13,13,1,354,354,1,"Ravenea albicans voucher Baker 1021 (K) trnD-trnY intergenic spacer, partial sequence; tRNA-Tyr (trnY) gene, trnY-trnE intergenic spacer, and tRNA-Glu (trnE) gene, complete sequence; and trnE-trnT intergenic spacer, partial sequence; chloroplast"
550,550,115510,13,13,1,253,255,0.992760181,"Ravenea musicalis voucher Beentje 4611 (K) trnD-trnY intergenic spacer, partial sequence; tRNA-Tyr (trnY) gene, trnY-trnE intergenic spacer, and tRNA-Glu (trnE) gene, complete sequence; and trnE-trnT intergenic spacer, partial sequence; chloroplast"
558,558,145705,13,13,1,402,403,0.9977094865,"Ptychosperma gracile voucher K:Gardiner 298 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence"
568,568,154466,13,13,1,287,311,0.9718031165,"Bactris ferruginea 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence"
221,221,417009,12,41,1,263,328,0.9106930399,"Sabal minor clone 8 18S ribosomal RNA gene gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 23S ribosomal RNA gene gene, partial sequence"
291,291,93266,12,30,1,896,927,0.968572456,"Ceroxylon parvifrons voucher FB 645 (AAU) NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast"
325,325,93266,12,27,1,381,539,0.9833711262,"Ceroxylon alpinum subsp. ecuadorense voucher Borchsenius 661a (AAU) phosphoribulokinase (prk) gene, exons 4, 5 and partial cds"
333,333,351477,12,27,10,417,861,0.6047231901,"Heterospathe longipes genomic DNA containing partial trnL gene, trnL-trnF IGS, specimen voucher Pintaud 461 (TL)"
344,344,169748,12,25,1,279,288,0.995,"Phoenix dactylifera voucher SZ1 tRNA-Ser (trnS) gene and trnS-psbZ intergenic spacer, complete sequence; PsbZ (psbZ) gene, complete cds; psbZ-trnG intergenic spacer and tRNA-Gly (trnG) gene, complete sequence; and trnG-trnfM intergenic spacer, partial sequence; chloroplast"
363,363,169700,12,23,1,595,595,1,"Phoenix canariensis voucher S. Barrow 75 (K) rps3-rpl16 intergenic spacer, complete sequence; and 30S ribosomal protein S3 (rps3) gene, partial cds; chloroplast"
371,371,169748,12,23,1,595,595,1,"Phoenix canariensis voucher S. Barrow 75 (K) rps3-rpl16 intergenic spacer, complete sequence; and 30S ribosomal protein S3 (rps3) gene, partial cds; chloroplast"
439,439,169708,12,18,5,1043,1100,0.9907070707,"Actinokentia divaricata genomic DNA containing trnQ-rps16 IGS, specimen voucher Pintaud 351 (K)"
448,448,169699,12,17,6,904,1095,0.8618855761,"Ravenea hildebrandti chloroplast trnQ-rps16 intergenic spacer, complete sequence; and ribosomal protein S16 gene, partial cds"
464,464,169712,12,17,5,293,344,0.9360465116,"Euterpe oleracea voucher FTG 94793 photosystem II 44 kDa protein (psbC) gene, partial cds; psbC-trnS intergenic spacer, tRNA-Ser (trnS) gene, and trnS-psbZ intergenic spacer, complete sequence; PsbZ (psbZ) gene, complete cds; psbZ-trnG intergenic spacer and tRNA-Gly (trnG) gene, complete sequence; and trnG-trnfM intergenic spacer, partial sequence; chloroplast"
473,473,169754,12,16,5,527,666,0.9009947447,"Guihaia argyrata voucher FTG DNA Bank 1830 CISP5 gene, partial sequence"
490,490,169699,12,15,5,377,419,0.9891805887,"Ceroxylon parvifrons voucher Borchsenius 645 (AAU) 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence"
522,522,169736,12,14,5,269,349,0.9713467049,"Daemonorops fissa trnD-trnY intergenic spacer, partial sequence; tRNA-Tyr (trnY) gene, trY-trnE intergenic spacer, and tRNA-Glu (trnE) gene, complete sequence; and trnE-trnT intergenic spacer, partial sequence"
534,534,351477,12,14,10,1534,1680,0.9637755102,"Loxococcus rupicola voucher K:Chase 9611 trnK gene, partial sequence; and matK pseudogene, complete sequence"
556,556,351477,12,13,10,807,886,0.9374891474,"Cyrtostachys renda chloroplast partial rps16 gene for ribosomal protein S16, exon 2"
557,557,145705,12,13,1,398,886,0.8702031603,"Ptychosperma macarthurii RPB2 gene, intron 23"
572,572,169699,12,12,8,320,399,0.8648705096,"Ravenea rivularis chloroplast DNA, trnL-trnF intergenic spacer region"
573,573,115510,12,12,1,896,896,1,"Ravenea albicans voucher Baker 1021 (K) NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast"
584,584,351477,12,12,10,318,348,0.941091954,Gronophyllum chaunostachys chloroplast DNA for trnL-trnF intergenic spacer
591,591,169708,12,12,4,261,276,0.9785628019,"Actinokentia divaricata voucher Pintaud 351 (K) beta-carotene hydroxylase gene, partial cds"
594,594,169712,12,12,5,1022,1075,0.9812403101,"Oenocarpus bataua chloroplast trnQ-rps16 intergenic spacer, complete sequence"
262,262,169698,11,34,1,252,255,0.9912341407,"Calamus tenuis isolate Cte2 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence"
263,263,169733,11,34,1,252,255,0.9912341407,"Calamus tenuis isolate Cte2 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence"
264,264,169736,11,34,1,252,255,0.9912341407,"Calamus tenuis isolate Cte2 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence"
265,265,4711,11,34,1,252,255,0.9912341407,"Calamus tenuis isolate Cte2 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence"
269,269,169750,11,34,4,442,567,0.9221910987,"Borassus flabellifer chloroplast tRNA-Leu gene (partial), trnL-trnF intergenic spacer and tRNA-Phe gene (partial), specimen voucher Wilkin et al. 1160 (K)"
270,270,4711,11,34,1,252,255,0.9912341407,"Calamus tenuis isolate Cte2 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence"
280,280,169736,11,32,4,262,278,0.9778552158,"Calamus deeratus 18S rRNA gene (partial), 5.8S rRNA gene, 26S rRNA gene (partial) and internal transcribed spacers 1 and 2 (ITS1, ITS2), clone 2"
283,283,4713,11,32,1,557,1631,0.5104996934,"Caryota mitis chloroplast matK pseudogene (partial), and trnK gene (partial), intron, specimen voucher 464-85.05037 (K)"
341,341,4713,11,26,1,302,669,0.7200758882,"Caryota maxima isolate SCBGP332_2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence"
369,369,169750,11,23,4,405,715,0.7012465795,"Borassus flabellifer phosphoribulokinase-like (PRK) gene, partial sequence"
414,414,93266,11,19,1,741,742,0.9994325436,"Ceroxylon echinulatum voucher Borchsenius 647 (AAU) atpH-atpI intergenic spacer, partial sequence; and ATP synthase CF0 A chain subunit IV (atpI) gene, partial cds; chloroplast"
415,415,93266,11,19,1,671,747,0.9801310505,"Ceroxylon pityrophyllum ATP synthase CF0 C chain subunit III (atpH) and ATP synthase CF0 B chain subunit I (atpF) genes, partial cds; chloroplast"
433,433,169750,11,18,4,1306,1443,0.9722029722,"Borassus flabellifer ribulose bisphosphate carboxylase large subunit (rbcL) gene, complete cds; chloroplast gene for chloroplast product"
454,454,169750,11,17,4,671,845,0.9206404455,"Borassus akeassii partial rpb2 gene, intron 23, specimen voucher Bayton et al 68 (K)"
455,455,169750,11,17,4,313,353,0.965505749,"Borassus aethiopum chloroplast tRNA-Leu gene (partial), trnL-trnF intergenic spacer and tRNA-Phe gene (partial), specimen voucher Bayton & Ranaivojaona 49 (K)"
456,456,169750,11,17,4,306,370,0.9128775835,"Latania lontaroides chloroplast trnD-trnY intergenic spacer, tRNA-Tyr gene, trnY-trnE intergenic spacer, tRNA-Glu gene, trnE-trnT intergenic spacer, specimen voucher Zona 916 (FTG)"
457,457,169750,11,17,4,759,872,0.9497436589,"Borassodendron machadonis chloroplast partial rps16 gene for ribosomal protein S16, exon 2"
475,475,115458,11,16,1,403,689,0.8808962264,"Coccothrinax argentea voucher S. Zona 1043 (FTG) phosphoribulokinase-like protein 2 (PRK) gene, exons 4, 5 and partial cds"
476,476,115458,11,16,1,672,1001,0.7797202797,"Coccothrinax argentata partial rpb2 gene, intron 23, specimen voucher Cult. K (1973-12608)"
477,477,169750,11,16,4,664,808,0.9472462871,"Latania loddigesii chloroplast atpB-rbcL intergenic spacer, specimen voucher Bayton 4A (K)"
482,482,169712,11,16,5,494,1622,0.5996454994,"Euterpe oleracea chloroplast matK pseudogene (partial), and trnK gene (partial), intron, specimen voucher L-70.0017 (BH)"
485,485,4710,11,16,9,452,531,0.8983050847,"Ceroxylon echinulatum voucher F. Borchsenius 647 (AAU) NADH-plastoquinone dehydrogenase chain 6 (ndhD) gene, complete cds; chloroplast"
529,529,169754,11,14,4,522,778,0.9263679765,"Rhapis puhuongensis voucher A.J. Henderson 3423 (NY). RNA polymerase II second largest subunit (RPB2) gene, partial cds"
531,531,169748,11,14,1,825,1063,0.9757425077,"Phoenix reclinata voucher JCP584 (P) trnQ-rps16 intergenic spacer, partial sequence; chloroplast"
532,532,417062,11,14,5,718,823,0.9509633744,"Cyphophoenix nucele RPB2 gene, intron 23"
597,597,4710,11,12,9,270,314,0.9325902335,"Ceroxylon echinulatum voucher F. Borchsenius 647 (AAU) NADH-plastoquinone oxidoreductase subunit 6 (ndhG) and NADH-plastoquinone oxidoreductase subunit I (ndhI) genes, partial cds; chloroplast"
623,623,154466,11,11,1,630,797,0.9054408578,"Bactris riparia RNA polymerase II second largest subunit (rpb2) gene, intron 23, exon 23 and partial cds"
99,99,169709,10,93,3,427,835,0.9233275385,"Pinanga dicksonii RNA polymerase II second largest subunit (RPB2) gene, partial cds"
200,200,4713,10,44,1,457,1428,0.4594792462,"Caryota mitis ribulose bisphosphate carboxylase large subunit (rbcL) gene, partial cds; chloroplast gene for chloroplast product"
361,361,169733,10,23,7,461,545,0.9105704029,Calamus hollrungii chloroplast DNA for trnL-trnF intergenic spacer
402,402,169722,10,21,9,410,869,0.5970738123,"Carpentaria acuminata genomic DNA containing partial trnL gene, trnL-trnF IGS, specimen voucher Baker WJB 999 (FTG)"
420,420,417010,10,19,9,403,561,0.9136879632,Chelyocarpus ulei chloroplast DNA for trnL-trnF intergenic spacer
442,442,154466,10,18,1,510,1306,0.4643525608,"Bactris gasipaes plastid partial rbcL gene for ribulose bisphosphate carboxylase large subunit, specimen voucher C.E. Lewis 02-027 (FTG)"
463,463,131304,10,17,1,997,1025,0.9869727403,"Wettinia disticha voucher COL:R.Bernal 4774 NADH dehydrogenase subunit 1 (ndhA) gene, partial cds; chloroplast"
466,466,1123469,10,16,1,515,697,0.8020982783,"Arecaceae sp. JH-2017 voucher UBDH:16-2462 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast"
503,503,417009,10,15,1,635,888,0.7608108108,"Sabal bermudana isolate 954 RNA polymerase II second largest subunit (RPB2) gene, intron 23 and partial cds"
555,555,169748,10,13,1,299,384,0.9529246795,"Phoenix canariensis voucher JCP590 (P) tRNA-Asp (trnD) gene, partial sequence; trnD-trnY intergenic spacer, tRNA-Tyr (trnY) gene, trnY-trnE intergenic spacer, and tRNA-Glu (trnE) gene, complete sequence; and trnE-trnT intergenic spacer, partial sequence; chloroplast"
565,565,154466,10,13,1,443,483,0.9802516324,"Bactris cf. maraja FTBG Acc. 84101H isolate PL113 WRKY transcription factor 16 (WRKY16) gene, intron"
566,566,154466,10,13,1,735,752,0.9948854337,"Bactris cf. maraja FTBG Acc. 84101H isolate PL113 WRKY transcription factor 6 (WRKY6) gene, intron"
567,567,154466,10,13,1,894,985,0.9294025771,"Bactris cf. maraja FTBG Acc. 84101H isolate PL113 WRKY transcription factor 21 (WRKY21) gene, partial sequence"
583,583,169748,10,12,1,276,308,0.9502164502,"Phoenix pusilla voucher JCP580 (P) tRNA-Asp (trnD) gene, partial sequence; trnD-trnY intergenic spacer, tRNA-Tyr (trnY) gene, trnY-trnE intergenic spacer, and tRNA-Glu (trnE) gene, complete sequence; and trnE-trnT intergenic spacer, partial sequence; chloroplast"
593,593,169712,10,12,5,287,294,0.9810090703,"Euterpe precatoria voucher JCP 498 photosystem II 44 kDa protein (psbC) gene, partial cds; psbC-trnS intergenic spacer, tRNA-Ser (trnS) gene, and trnS-psbZ intergenic spacer, complete sequence; PsbZ (psbZ) gene, complete cds; psbZ-trnG intergenic spacer and tRNA-Gly (trnG) gene, complete sequence; and trnG-trnfM intergenic spacer, partial sequence; chloroplast"
610,610,417013,10,11,8,771,885,0.9392912173,Serenoa repens partial rps16 gene
621,621,93325,10,11,1,334,442,0.914849856,"Calyptrogyne ghiesbreghtiana RNA polymerase II second largest subunit (RPB2) gene, exon 24 and partial cds"
624,624,154466,10,11,1,629,1207,0.79822249,"Bactris campestris phosphoribulokinase-like protein 2 gene, exons 4, 5 and partial cds"
625,625,154466,10,11,1,772,796,0.9917770672,"Bactris cf. maraja FTBG Acc. 84101H isolate PL113 WRKY transcription factor 12 (WRKY12) gene, partial cds"
634,634,4710,10,11,8,1358,1524,0.9390956812,"Ravenea hildebrandtii photosystem II CP47 chlorophyll apoprotein (psbB) gene, partial cds; plastid"
640,640,169699,10,10,8,816,872,0.975,"Pseudophoenix vinifera chloroplast partial rps16 gene for ribosomal protein S16, exon 2"
641,641,115510,10,10,1,547,605,0.9743801653,"Ravenea louvelii voucher 1988-2369 (K) RNA polymerase II second largest subunit (RPB2) gene, intron 23; chloroplast"
648,648,417010,10,10,9,319,389,0.8881748072,"Coccothrinax litoralis chloroplast DNA, trnL-trnF intergenic spacer region"
666,666,93325,10,10,1,623,798,0.9733082707,"Calyptrogyne anomala voucher NY:de Nevers 6875 serine/threonine protein kinase (CISP4) gene, partial sequence"
672,672,154466,10,10,1,254,262,0.9839694656,"Bactris gasipaes 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence"
678,678,4710,10,10,8,1173,1355,0.9349815498,"Phoenix dactylifera ATPase alpha subunit (atp1) gene, partial cds; mitochondrial"
49,49,417012,9,175,6,393,676,0.9544294167,"Copernicia prunifera voucher D. Bogler 1287 (FTG) phosphoribulokinase-like protein 2 (PRK) gene, exons 4, 5 and partial cds"
106,106,169722,9,88,5,501,567,0.9634038801,"Ptychosperma elegans voucher J. Dowe 326 (FTG) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast"
481,481,169706,9,16,4,491,778,0.7902474293,"Calyptrogyne ghiesbreghtiana voucher BioBot11677 maturase K (matK) gene, partial cds; chloroplast"
489,489,169699,9,15,2,589,607,0.9751784734,"Ceroxylon echinulatum voucher F. Borchsenius 647 (AAU) rps3-rpl16 intergenic spacer, complete sequence; and 30S ribosomal protein S3 (rps3) gene, partial cds; chloroplast"
491,491,169743,9,15,2,589,607,0.9751784734,"Ceroxylon echinulatum voucher F. Borchsenius 647 (AAU) rps3-rpl16 intergenic spacer, complete sequence; and 30S ribosomal protein S3 (rps3) gene, partial cds; chloroplast"
524,524,169743,9,14,3,904,1095,0.8380300065,"Ravenea hildebrandti chloroplast trnQ-rps16 intergenic spacer, complete sequence; and ribosomal protein S16 gene, partial cds"
533,533,417062,9,14,5,1289,1434,0.9560171349,"Burretiokentia hapala ribulose bisphosphate carboxylase large subunit (rbcL) gene, complete cds; chloroplast gene for chloroplast product"
553,553,169704,9,13,3,678,909,0.8962511636,"Caryota mitis partial rpb2 gene, intron 23, specimen voucher Cult. K (1985-5037)"
570,570,4710,9,13,6,330,471,0.7958517067,"Ravenea hildebrandtii NADH-plastoquinone oxidoreductase subunit J (ndhJ) gene, partial cds; plastid"
590,590,252729,9,12,1,362,362,1,"Pinanga coronata voucher WB1145 phosphoribulokinase-like protein 2 (PRK) gene, exons 4, 5 and partial cds"
596,596,154466,9,12,1,321,483,0.8264320221,"Bactris brongniartii voucher FTG:Noblick 4935 WRKY transcription factor 19 (WRKY19) gene, intron 1 and partial cds"
600,600,93277,9,11,1,572,574,0.9996832436,"Eremospatha laurentii voucher Valkenburg 2991 WAG 30S ribosomal protein S3 gene, partial cds; plastid"
601,601,93277,9,11,1,279,279,1,"Eremospatha laurentii voucher Valkenburg 2991 WAG rps19 (rps19) gene, complete cds; psbA-trnH intergenic spacer, complete sequence; and tRNA-His (trnH) gene, partial sequence; plastid"
612,612,169746,9,11,8,1530,1634,0.9831423167,"Lodoicea maldivica chloroplast matK pseudogene (partial), and trnK gene (partial), intron, specimen voucher 1994-3231 (K)"
637,637,169735,9,10,3,401,641,0.8934477379,"Eremospatha dransfieldii voucher Ouattara & Stauffer S-D 7 (G) agamous 1 (AG1) gene, partial cds"
649,649,417010,9,10,9,811,861,0.9742160279,"Itaya amicorum chloroplast partial rps16 gene for ribosomal protein S16, exon 2"
660,660,417062,9,10,5,859,1676,0.9207637232,"Basselinia humboldtiana voucher K:Pintaud 532 trnK gene, partial sequence; and matK pseudogene, complete sequence"
661,661,169722,9,10,8,318,398,0.8592964824,"Carpentaria acuminata chloroplast DNA, trnL-trnF intergenic spacer region"
662,662,131266,9,10,1,388,652,0.7299079755,"Dypsis heterophylla phosphoribulokinase-like protein 2 (PRK) gene, exons 4, 5 and partial cds"
665,665,93325,9,10,1,411,657,0.899086758,"Calyptrogyne ghiesbreghtiana voucher Knudsen & Asmussen 627 (AAU) phosphoribulokinase protein 2 (PRK) gene, exons 4, 5 and partial cds"
