Cluster.ID,Parent,TaxIDs,GIs,Genera,L.min,L.max,MAD,Defline.of.longest.sequence
2322,376918,6,11,1,681,681,1,"Aotus trivirgatus mitochondrion, partial genome"
2323,376918,6,11,1,784,784,1,"Aotus trivirgatus mitochondrion, partial genome"
2324,376918,6,11,1,346,346,1,"Aotus trivirgatus mitochondrion, partial genome"
2325,376918,6,11,1,297,297,1,"Aotus trivirgatus mitochondrion, partial genome"
2326,376918,6,11,1,1375,1375,1,"Aotus trivirgatus mitochondrion, partial genome"
2327,376918,6,11,1,1806,1812,0.9969897652,"Aotus trivirgatus mitochondrion, partial genome"
2328,376918,6,11,1,534,534,1,"Aotus trivirgatus mitochondrion, partial genome"
2363,378855,6,11,3,955,957,0.9986700864,"Ateles paniscus mitochondrial ND1 gene for NADH dehydrogenase subunit 1, complete cds"
2364,378855,6,11,3,1540,1557,0.9949786886,"Alouatta seniculus mitochondrion, complete genome"
2365,378855,6,11,3,710,1372,0.956135701,"Ateles belzebuth mitochondrion, complete genome"
2368,9506,6,11,1,334,335,0.9997286296,"Ateles geoffroyi yucatanensis haplotype Agy15 aldolase A gene, intron V and partial cds"
2543,,6,11,1,751,762,0.9923645908,"Macaca sylvanus isolate Msyl01 serotonin receptor type 1A (HTR1A) gene, complete cds"
2544,,6,11,1,406,408,0.9982174688,"Macaca cyclopis isolate Mcyc serotonin receptor type 1A (HTR1A) gene, complete cds"
2546,9443,6,11,6,354,1205,0.5251603169,"Ateles geoffroyi ZNF449 (ZNF449) gene, partial cds"
2556,9443,6,11,6,306,1376,0.4445692389,"Pan paniscus ZNF397 (ZNF397) gene, partial cds"
2559,376918,6,11,1,297,297,1,"Aotus trivirgatus mitochondrion, partial genome"
2564,314293,6,11,5,281,1332,0.3407725908,"Cercopithecus aethiops dopamine D2 receptor mRNA, complete cds"
2574,9526,6,11,2,755,856,0.9536958369,"Macaca tonkeana isolate 561 alpha-fetoprotein (AFP) gene, partial cds"
2621,9461,6,10,2,270,425,0.9635294118,"Nycticebus bengalensis isolate B6 cytochrome b (cytb) gene, partial cds; mitochondrial"
2682,378855,6,10,3,1084,1497,0.7770875084,"Brachyteles arachnoides isolate CPRJ2160 methyl CpG binding protein 2 transcript variant 2 (MECP2) mRNA, complete cds, alternatively spliced"
2683,378855,6,10,4,483,918,0.7837690632,"Alouatta caraya 1q31.3 non-coding marker, genomic sequence"
2684,378855,6,10,4,595,680,0.9647058824,Lagothrix lagotricha marker mB22 genomic sequence
2685,378855,6,10,4,503,649,0.9349768875,"Brachyteles arachnoides 10q23.1 non-coding marker, genomic sequence"
2832,,6,10,1,575,575,1,"Macaca tonkeana isolate 545 G-protein coupled receptor (GPR) gene, partial cds"
2833,,6,10,1,500,504,0.9964285714,"Macaca nigrescens isolate 655 thymosin beta (TMSB4X) gene, partial cds"
2834,,6,10,1,545,545,1,"Macaca tonkeana isolate 604 CXORF15 (CXorf15) gene, partial cds"
2835,,6,10,1,624,624,1,"Macaca maura isolate WM0011 neuroligin-4 (NLGN4X) gene, partial cds"
2836,,6,10,1,570,570,1,"Macaca hecki isolate 1014 RBMX (RBMX) gene, partial cds"
2837,,6,10,1,462,462,1,"Macaca maura isolate WM0011 DBX pseudogene, partial sequence"
2843,9443,6,10,6,814,1516,0.6288258575,"Tarsius syrichta epsilon-globin gene, complete cds, and gamma-globin processed pseudogene, complete"
2853,9443,6,10,6,484,1549,0.5826985152,"Gorilla gorilla GJA10 gene, partial sequence"
2856,314293,6,10,5,257,861,0.5516840883,"Aotus infulatus lymphotoxin alpha (LTA) gene, partial cds"
2868,9526,6,10,5,496,1289,0.6075252133,"Pan paniscus ribosomal protein S4 (RPS4Y) gene, partial cds"
2870,314294,6,10,6,667,667,1,"Cercopithecus aethiops clone OLG_51 olfactory receptor-like protein gene, partial sequence"
2872,9539,6,10,1,592,759,0.977997365,"Macaca fascicularis isolate 666a transducin beta-like 1 (TBL1Y) gene, partial cds"
2943,38069,6,9,2,506,561,0.9487027134,"Callicebus caligatus isolate CCG-1 ZIC3 gene, partial sequence"
3091,,6,9,4,748,777,0.9712569713,"Macaca arctoides von Willebrandt factor (VWF) gene, intron 11 and partial cds"
3093,,6,9,1,616,616,1,"Macaca maura isolate WM009 beta-globin gene, partial cds"
3097,,6,9,1,452,452,1,"Macaca hecki isolate 1014 IRBP gene, intron"
3108,9443,6,9,6,542,1125,0.696,"Hylobates lar alpha 1,3/4-fucosyltransferase (FUT5) gene, complete cds"
3112,9443,6,9,6,488,671,0.9347574102,"Cebus apella clone OLG_9 olfactory receptor-like protein gene, partial sequence"
3121,314293,6,9,5,299,811,0.7751746815,"S216P61549FA7.T0 Masuku Pan troglodytes troglodytes STS genomic, sequence tagged site"
3128,314293,6,9,5,648,667,0.9908379144,"Saimiri sciureus clone OLG_49 olfactory receptor-like protein gene, partial sequence"
3132,314293,6,9,6,761,912,0.9361598441,"Gorilla gorilla chromosome 12 taste receptor T2R13 gene, complete cds"
3138,9526,6,9,5,274,725,0.7469731801,Gorilla gorilla graueri X chromosome pseudoautosomal boundary region
3143,9526,6,9,6,530,539,0.9931972789,"Trachypithecus phayrei clone GLM microcephalin (Mcph1) gene, exon 4 and partial cds"
3198,30599,6,8,2,651,700,0.9625,"Propithecus coquereli isolate PVC-2 LUC7L gene, partial sequence"
3199,30599,6,8,2,877,949,0.9768177028,"Avahi laniger isolate ALN-1 AXIN1 gene, partial sequence"
3222,376918,6,8,1,651,709,0.9605077574,"Aotus azarai isolate AZA-1 RPGRIP1 gene, partial sequence"
3242,378855,6,8,3,351,351,1,"Alouatta caraya voucher MN36090 methyl-CpG-binding protein 2 (MECP2) gene, exon 3 and partial cds"
3273,9486,6,8,1,279,297,0.9528619529,"Beta 2m=beta 2-microglobulin [Saguinus oedipus=cotton-top tamarins, 1605L cell line, mRNA, 297 nt]"
3360,,6,8,2,667,834,0.9740707434,"Macaca tonkeana isolate 582 beta-2 microglobulin (B2M) gene, partial cds"
3365,9443,6,8,6,895,959,0.9796663191,"Otolemur crassicaudatus makorin pseudogene1, partial sequence"
3371,9443,6,8,6,486,667,0.9323463268,"Eulemur mongoz clone OLG_4 olfactory receptor-like protein gene, partial sequence"
3376,314293,6,8,6,894,1908,0.7826257862,"Gorilla gorilla involucrin gene large allele, complete cds"
3396,9526,6,8,6,400,518,0.9341216216,"Gorilla gorilla clone AG05251 microcephalin (Mcph1) gene, exon 6 and partial cds"
3397,9526,6,8,6,508,599,0.936769616,"Erythrocebus patas clone RG microcephalin (Mcph1) gene, exon 3 and partial cds"
3422,376917,6,7,5,509,526,0.9877783813,"Nycticebus pygmaeus 16S ribosomal RNA gene, partial sequence; mitochondrial"
3432,40297,6,7,4,644,710,0.9490945674,"Otolemur crassicaudatus isolate OCR-1 RPGRIP1 gene, partial sequence"
3433,40297,6,7,4,539,760,0.8513157895,"Otolemur crassicaudatus isolate OCR-1 ERC2 gene, partial sequence"
3460,30599,6,7,2,370,412,0.9604715673,"Avahi laniger isolate ALN-1 ADORA3 gene, partial sequence"
3461,30599,6,7,2,576,661,0.9310568403,"Propithecus tattersalli isolate PTA-1 CFTR gene, partial sequence"
3462,30599,6,7,2,392,593,0.8903878583,"Propithecus verreauxi coquereli ATP-binding cassette sub-family A (ABC1) gene, partial sequence"
3465,9445,6,7,3,400,475,0.9627067669,"Eulemur mongoz isolate EMO-1 TYR gene, partial sequence"
3467,9445,6,7,3,328,359,0.9872662157,"Eulemur fulvus fulvus isolate EFL-4 PLCB4 gene, partial sequence"
3470,9445,6,7,3,456,606,0.8665723715,"Eulemur fulvus albifrons isolate EFL-7 BDNF gene, partial sequence"
3482,376918,6,7,1,681,715,0.9858141858,"Aotus azarai isolate AZA-1 DENND5A gene, partial sequence"
3520,378855,6,7,4,861,1101,0.8954197483,"Alouatta caraya clone Ac2 alpha(1,2)fucosyltransferase (FUT1) gene, complete cds"
3536,378855,6,7,4,435,728,0.6640502355,Ateles belzebuth marker 270 genomic sequence
3550,378855,6,7,4,1019,1059,0.9892081478,"Alouatta seniculus C-C chemokine receptor 5 (CCR5) gene, complete cds"
3562,38068,6,7,2,336,480,0.9571428571,"Ateles belzebuth isolate ABZ-1 SRY gene, partial sequence"
3566,38068,6,7,2,460,679,0.8912265937,"Ateles geoffroyi isolate AGO-2 FBN1 gene, partial sequence"
3569,38068,6,7,2,339,591,0.8274111675,"Ateles paniscus isolate APC-1 BDNF gene, partial sequence"
3571,38068,6,7,2,615,685,0.9338894682,"Ateles geoffroyi isolate AGO-2 APP gene, partial sequence"
3650,542827,6,7,1,900,930,0.9723502304,"Rhinopithecus brelichi isolate RBR-1 TTR gene, partial sequence"
3652,542827,6,7,1,701,876,0.8287671233,"Rhinopithecus brelichi isolate RBR-1 ZFY gene, partial sequence"
3654,54136,6,7,1,675,930,0.9485407066,"Trachypithecus hatinhensis isolate THA-1 TTR gene, partial sequence"
3674,9577,6,7,2,468,615,0.7951219512,H.lar SRY gene
3752,314293,6,7,5,258,1563,0.4598299973,"Homo sapiens chromosome 5, P1 clone 1070c11 (LBNL H132), complete sequence"
3764,9443,6,7,6,630,667,0.9920753909,"Eulemur mongoz clone OLG_18 olfactory receptor-like protein gene, partial sequence"
3776,314293,6,7,6,673,673,1,"Aotus azarai clone 18 olfactory receptor gene, partial cds"
3778,314293,6,7,6,657,658,0.9997828919,"Autos azarai clone OLG_23 olfactory receptor-like protein gene, partial sequence"
3784,314293,6,7,5,1050,1116,0.9493087558,"Saguinus oedipus solute carrier family 10 member a1 (Slc10a1) mRNA, complete cds"
3808,9526,6,7,6,547,644,0.9607364685,"Trachypithecus phayrei clone GLM microcephalin (Mcph1) gene, exon 11 and partial cds"
3809,9526,6,7,6,425,575,0.7908074534,"Hylobates hoolock clone WBG microcephalin (Mcph1) gene, exon 7 and partial cds"
3810,9526,6,7,6,689,699,0.9942775393,"Hylobates hoolock clone WBG microcephalin (Mcph1) gene, exon 5 and partial cds"
3824,376911,6,6,6,591,627,0.990430622,"Perodicticus potto isolate 932 paired box 9 (PAX9) gene, complete cds"
3825,376911,6,6,6,451,451,1,"Daubentonia madagascariensis isolate 6261 msh homeobox 1-like protein (MSX1) gene, complete cds"
3829,376911,6,6,6,548,920,0.7983695652,Lemur catta SINE element Lem1
3834,376917,6,6,5,335,609,0.8144499179,"Galago moholi isolate GMO-4 BDNF gene, partial sequence"
3836,40297,6,6,3,447,628,0.7852972399,"Galago senegalensis isolate GSE-1 KCNMA1 gene, partial sequence"
3849,376915,6,6,6,548,920,0.7983695652,Lemur catta SINE element Lem1
3850,376915,6,6,6,1353,1386,0.9898989899,"Cheirogaleus medius partial ar gene for androgen receptor, exon 1"
3872,9445,6,6,3,732,768,0.9670138889,"Hapalemur occidentalis isolate HOC-1 LRPPRC_171 gene, partial sequence"
3873,9445,6,6,4,747,789,0.9748626954,"Eulemur rufus isolate ERF-1 BCOR gene, partial sequence"
3880,13513,6,6,1,612,612,1,"Eulemur coronatus isolate ECR-2 USH2A gene, partial sequence"
3881,13513,6,6,1,651,740,0.9452702703,"Eulemur rufus isolate ERF-1 DENND5A gene, partial sequence"
3882,13513,6,6,1,333,333,1,"Eulemur coronatus isolate ECR-2 PNOC gene, partial sequence"
3883,13513,6,6,1,726,732,0.9943078324,"Eulemur mongoz isolate EMO-1 FAM123B gene, partial sequence"
3884,13513,6,6,1,586,608,0.984375,"Eulemur mongoz isolate EMO-1 DCTN2 gene, partial sequence"
3885,13513,6,6,1,539,655,0.9167938931,"Eulemur fulvus albifrons isolate EFL-7 APP gene, partial sequence"
3886,13513,6,6,1,525,527,0.9981024668,"Eulemur fulvus rufus 16S ribosomal RNA gene, mitochondrial gene for mitochondrial RNA, partial sequence"
3914,376918,6,6,1,532,560,0.9782738095,"Aotus lemurinus griseimembra isolate ALM-1 ZIC3 gene, partial sequence"
3915,376918,6,6,1,600,612,0.9945533769,"Aotus azarai isolate AZA-1 USH2A gene, partial sequence"
3916,376918,6,6,1,341,475,0.9361403509,"Aotus azarai isolate AZA-1 TYR gene, partial sequence"
3917,376918,6,6,1,811,909,0.9713971397,"Aotus lemurinus griseimembra isolate ALM-1 TTR gene, partial sequence"
3918,376918,6,6,1,338,342,0.9961013645,"Aotus azarai isolate AZA-1 KDM5C gene, partial sequence"
3919,376918,6,6,1,634,647,0.9873776404,"Aotus azarai isolate AZA-1 SIM1 gene, partial sequence"
3920,376918,6,6,1,588,605,0.9818181818,"Aotus trivirgatus isolate ATR-1 SGMS1 gene, partial sequence"
3921,376918,6,6,1,386,706,0.7809254013,"Aotus azarai boliviensis isolate AZB-1 RAG2 gene, partial sequence"
3922,376918,6,6,1,1075,1077,0.9996904983,"Aotus azarai infulatus isolate AZI-1 RAG1 gene, partial sequence"
3923,376918,6,6,1,538,613,0.9763458401,"Aotus lemurinus griseimembra isolate ALM-1 POLA1 gene, partial sequence"
3924,376918,6,6,1,267,330,0.9343434343,"Aotus lemurinus griseimembra isolate ALM-1 PNOC gene, partial sequence"
3925,376918,6,6,1,301,355,0.9737089202,"Aotus lemurinus griseimembra isolate ALM-1 PLCB4 gene, partial sequence"
3926,376918,6,6,1,578,634,0.940851735,"Aotus azarai boliviensis isolate AZB-1 NPAS3.2 gene, partial sequence"
3927,376918,6,6,1,482,606,0.9216171617,"Aotus trivirgatus isolate ATR-1 NPAS3 gene, partial sequence"
3928,376918,6,6,1,534,540,0.9959876543,"Aotus lemurinus griseimembra isolate ALM-1 NEGR1 gene, partial sequence"
3929,376918,6,6,1,530,557,0.9838420108,"Aotus azarai isolate AZA-1 MBD5 gene, partial sequence"
3930,376918,6,6,1,645,663,0.9917043741,"Aotus lemurinus griseimembra isolate ALM-1 MAPKAP1 gene, partial sequence"
3931,376918,6,6,1,606,631,0.9767564712,"Aotus azarai isolate AZA-1 KCNMA1 gene, partial sequence"
3932,376918,6,6,1,487,573,0.9365910413,"Aotus azarai isolate AZA-1 FOXP1 gene, partial sequence"
3933,376918,6,6,1,406,479,0.9530271399,"Aotus lemurinus griseimembra isolate ALM-1 FES gene, partial sequence"
3934,376918,6,6,1,695,738,0.9683830172,"Aotus azarai infulatus isolate AZI-1 FBN1 gene, partial sequence"
3935,376918,6,6,1,704,732,0.9822404372,"Aotus lemurinus griseimembra isolate ALM-1 FAM123B gene, partial sequence"
3936,376918,6,6,1,731,761,0.9868593955,"Aotus lemurinus griseimembra isolate ALM-1 ERC2 gene, partial sequence"
3937,376918,6,6,1,905,985,0.9632825719,"Aotus trivirgatus isolate ATR-1 EDG1 gene, partial sequence"
3938,376918,6,6,1,559,614,0.9706840391,"Aotus trivirgatus isolate ATR-1 DCTN2 gene, partial sequence"
3939,376918,6,6,1,983,1000,0.996,"Aotus azarai isolate AZA-1 CNR1 gene, partial sequence"
3940,376918,6,6,1,343,408,0.9473039216,"Aotus azarai isolate AZA-1 CHRNA1 gene, partial sequence"
3941,376918,6,6,1,856,1248,0.9453792735,"Aotus azarai infulatus isolate AZI-1 BRCA2 gene, partial sequence"
3942,376918,6,6,1,882,998,0.9774549098,"Aotus azarai isolate AZA-1 BCHE gene, partial sequence"
3943,376918,6,6,1,735,951,0.9584647739,"Aotus azarai isolate AZA-1 AXIN1 gene, partial sequence"
3944,376918,6,6,1,463,495,0.9824915825,"Aotus trivirgatus isolate ATR-1 AFF2 gene, partial sequence"
3945,376918,6,6,1,311,413,0.9233252623,"Aotus azarai isolate AZA-1 ADORA3 gene, partial sequence"
3949,376919,6,6,4,267,286,0.946969697,"Chiropotes satanas beta-2-microglobulin precursor, gene, complete cds"
3954,376919,6,6,3,569,612,0.9681372549,"Cacajao calvus isolate CCL-1 USH2A gene, partial sequence"
3955,376919,6,6,4,480,626,0.9369009585,"Callicebus cupreus isolate CCU-2 KCNMA1 gene, partial sequence"
3959,38069,6,6,3,279,279,1,"Callicebus personatus nigrifrons voucher code 1493, Centro de Primatologia do Rio de Janeiro beta-2-microglobulin precursor, gene, complete cds"
3960,38069,6,6,3,675,686,0.9900388727,"Callicebus hoffmannsi beta-2-microglobulin precursor, gene, complete cds"
3961,38069,6,6,2,430,475,0.9642105263,"Callicebus caligatus isolate CCG-1 TYR gene, partial sequence"
3962,38069,6,6,2,534,613,0.9668297988,"Callicebus caligatus isolate CCG-1 POLA1 gene, partial sequence"
3963,38069,6,6,2,298,357,0.9402427638,"Callicebus coimbrai isolate CCO-1 PLCB4 gene, partial sequence"
3964,38069,6,6,2,584,585,0.9997150997,"Callicebus caligatus isolate CCG-1 NPAS3 gene, partial sequence"
3965,38069,6,6,2,993,1000,0.9988333333,"Callicebus caligatus isolate CCG-1 CNR1 gene, partial sequence"
3966,38069,6,6,2,754,788,0.9691201354,"Callicebus cupreus isolate CCU-2 BCOR gene, partial sequence"
3967,38069,6,6,2,922,998,0.9664328657,"Callicebus cupreus isolate CCU-2 BCHE gene, partial sequence"
3999,378855,6,6,4,713,723,0.9923928077,Brachyteles arachnoides marker mC19_03 genomic sequence
4000,378855,6,6,3,384,624,0.9292200855,Alouatta palliata marker mC16_01 genomic sequence
4001,378855,6,6,4,663,783,0.9297573436,Lagothrix lagotricha marker mC13_02 genomic sequence
4002,378855,6,6,4,686,694,0.9966378482,Alouatta caraya marker m271 genomic sequence
4003,378855,6,6,3,660,719,0.9761242466,Ateles belzebuth marker m258 genomic sequence
4004,378855,6,6,4,324,430,0.9496124031,Lagothrix lagotricha marker m254 genomic sequence
4005,378855,6,6,4,979,1037,0.9856959177,Ateles belzebuth marker m224 genomic sequence
4006,378855,6,6,4,612,616,0.9956709957,Brachyteles arachnoides marker m219 genomic sequence
4007,378855,6,6,4,337,393,0.8863443596,Alouatta caraya marker m202 genomic sequence
4008,378855,6,6,4,313,358,0.9646182495,Ateles belzebuth marker m085 genomic sequence
4009,378855,6,6,4,526,528,0.997790404,Ateles belzebuth marker m061 genomic sequence
4010,378855,6,6,4,520,555,0.9783783784,Ateles geoffroyi marker m020 genomic sequence
4011,378855,6,6,4,262,267,0.993133583,Ateles geoffroyi marker m007 genomic sequence
4012,378855,6,6,4,287,287,1,"Brachyteles hypoxanthus arginine vasopressin receptor A1 (AVPR1a) gene, exon 2 and partial cds"
4013,378855,6,6,4,970,970,1,"Brachyteles hypoxanthus arginine vasopressin receptor A1 (AVPR1a) gene, exon 1 and partial cds"
4014,378855,6,6,4,1872,1886,0.9971721456,"Brachyteles hypoxanthus oxytocin receptor gene, promoter region"
4016,378855,6,6,3,638,652,0.9849182004,Lagothrix lagotricha marker mC13_04 genomic sequence
4017,378855,6,6,3,646,688,0.9789244186,Alouatta palliata marker m049_050 genomic sequence
4031,38068,6,6,2,898,947,0.9850404787,"Ateles belzebuth isolate ABZ-1 KDM5D gene, partial sequence"
4110,9533,6,6,1,329,809,0.7704985579,"Cercopithecus cephus isolate CCE-1 LRPPRC_169 gene, partial sequence"
4111,9533,6,6,1,712,727,0.9917469051,Cercopithecus wolfi Alu insertion locus CN_Yd_10 genomic sequence
4159,542827,6,6,1,744,744,1,"Rhinopithecus avunculus von Willebrandt factor (VWF) gene, intron 11 and partial cds"
4160,542827,6,6,1,823,823,1,"Rhinopithecus avunculus ubiquitously transcribed tetratricopeptide repeat protein (UTY) gene, intron 18 and partial cds"
4161,542827,6,6,1,409,412,0.9987864078,"Rhinopithecus avunculus SMC protein (SMCY) gene, intron 7 and partial cds"
4162,542827,6,6,1,649,650,0.9994871795,"Rhinopithecus avunculus dead box protein (DBY) gene, intron 5 and partial cds"
4163,542827,6,6,1,1157,1158,0.9997121474,"Rhinopithecus avunculus albumin (ALB) gene, intron 3 and partial cds"
4164,542827,6,6,1,754,754,1,"Rhinopithecus avunculus transition protein 2 (TNP2) gene, intron 1"
4165,542827,6,6,1,1565,1565,1,"Rhinopithecus avunculus retinol binding protein 3 (IRBP) gene, intron 3"
4166,542827,6,6,1,555,555,1,"Rhinopithecus avunculus SMC protein (SMCY) gene, intron"
4168,54136,6,6,1,535,556,0.9934052758,"Trachypithecus auratus isolate TAU-1 ZIC3 gene, partial sequence"
4169,54136,6,6,1,635,864,0.9511959877,"Trachypithecus auratus isolate TAU-1 ZFX gene, partial sequence"
4170,54136,6,6,1,611,612,0.9997276688,"Trachypithecus auratus isolate TAU-1 USH2A gene, partial sequence"
4171,54136,6,6,1,596,599,0.9972175849,"Trachypithecus delacouri isolate TDE-1 SGMS1 gene, partial sequence"
4172,54136,6,6,1,686,695,0.9920863309,"Trachypithecus hatinhensis isolate THA-1 RPGRIP1 gene, partial sequence"
4173,54136,6,6,1,507,551,0.9866908651,"Trachypithecus auratus isolate TAU-1 RAG2 gene, partial sequence"
4174,54136,6,6,1,702,732,0.9931693989,"Trachypithecus auratus isolate TAU-1 DENND5A gene, partial sequence"
4175,54136,6,6,1,611,613,0.9989124524,"Trachypithecus auratus isolate TAU-1 POLA1 gene, partial sequence"
4176,54136,6,6,1,277,327,0.9485219164,"Trachypithecus delacouri isolate TDE-1 PNOC gene, partial sequence"
4177,54136,6,6,1,354,355,0.9985915493,"Trachypithecus obscurus isolate TOB-4 PLCB4 gene, partial sequence"
4178,54136,6,6,1,616,653,0.9885145482,"Trachypithecus delacouri isolate TDE-1 NPAS3.2 gene, partial sequence"
4179,54136,6,6,1,546,590,0.9855932203,"Trachypithecus vetulus vetulus isolate TVV-2 NPAS3 gene, partial sequence"
4180,54136,6,6,1,539,541,0.9981515712,"Trachypithecus hatinhensis isolate THA-1 NEGR1 gene, partial sequence"
4181,54136,6,6,1,543,558,0.9949223417,"Trachypithecus hatinhensis isolate THA-1 MBD5 gene, partial sequence"
4182,54136,6,6,1,657,659,0.9994941831,"Trachypithecus auratus isolate TAU-1 MAPKAP1 gene, partial sequence"
4183,54136,6,6,1,677,707,0.9924563885,"Trachypithecus auratus isolate TAU-1 LUC7L gene, partial sequence"
4184,54136,6,6,1,739,795,0.9874213836,"Trachypithecus auratus isolate TAU-1 LRPPRC_171 gene, partial sequence"
4185,54136,6,6,1,801,815,0.9856850716,"Trachypithecus delacouri isolate TDE-1 LRPPRC_169 gene, partial sequence"
4186,54136,6,6,1,617,631,0.9881141046,"Trachypithecus auratus isolate TAU-1 KCNMA1 gene, partial sequence"
4187,54136,6,6,1,695,724,0.9739871087,"Trachypithecus delacouri isolate TDE-1 FBN1 gene, partial sequence"
4188,54136,6,6,1,732,732,1,"Trachypithecus auratus isolate TAU-1 FAM123B gene, partial sequence"
4189,54136,6,6,1,756,761,0.9989049496,"Trachypithecus vetulus vetulus isolate TVV-2 ERC2 gene, partial sequence"
4190,54136,6,6,1,968,972,0.9965706447,"Trachypithecus delacouri isolate TDE-1 EDG1 gene, partial sequence"
4191,54136,6,6,1,534,539,0.998453927,"Trachypithecus auratus isolate TAU-1 DMRT1 gene, partial sequence"
4192,54136,6,6,1,620,625,0.9957333333,"Trachypithecus auratus isolate TAU-1 DACH1 gene, partial sequence"
4193,54136,6,6,1,425,436,0.9835626911,"Trachypithecus delacouri isolate TDE-1 CREM gene, partial sequence"
4194,54136,6,6,1,277,407,0.9246519247,"Trachypithecus hatinhensis isolate THA-1 CHRNA1 gene, partial sequence"
4195,54136,6,6,1,407,582,0.8679839633,"Trachypithecus delacouri isolate TDE-1 BDNF gene, partial sequence"
4196,54136,6,6,1,712,765,0.9864923747,"Trachypithecus hatinhensis isolate THA-1 BCOR gene, partial sequence"
4197,54136,6,6,1,969,998,0.9951569806,"Trachypithecus obscurus isolate TOB-4 BCHE gene, partial sequence"
4198,54136,6,6,1,948,948,1,"Trachypithecus auratus isolate TAU-1 AXIN1 gene, partial sequence"
4199,54136,6,6,1,531,532,0.9996867168,"Trachypithecus auratus isolate TAU-1 ATXN7 gene, partial sequence"
4200,54136,6,6,1,673,687,0.9832605531,"Trachypithecus delacouri isolate TDE-1 APP gene, partial sequence"
4201,54136,6,6,1,575,584,0.9894406393,"Trachypithecus obscurus isolate TOB-4 AFF2.2 gene, partial sequence"
4202,54136,6,6,1,460,495,0.9875420875,"Trachypithecus auratus isolate TAU-1 AFF2 gene, partial sequence"
4203,54136,6,6,1,412,413,0.9979822437,"Trachypithecus obscurus isolate TOB-4 ADORA3 gene, partial sequence"
4204,54136,6,6,1,501,511,0.9967384214,"Trachypithecus auratus isolate TAU-1 ABCA1 gene, partial sequence"
4235,9577,6,6,3,587,588,0.9994331066,"Hylobates lar TRIM5 (TRIM5) gene, exon 8 and partial cds"
4236,9577,6,6,2,1111,1489,0.7884486232,"Hylobates sp. duffy antigen/receptor for chemokine glycoprotein (DARC) gene, complete cds"
4237,9577,6,6,2,720,963,0.9537902388,"Nomascus siki isolate NSI-1 KDM5D gene, partial sequence"
4238,9577,6,6,2,631,647,0.9948480165,"Hylobates agilis isolate HAG-6 SIM1 gene, partial sequence"
4239,9577,6,6,2,604,613,0.9959216966,"Nomascus gabriellae isolate NGA-2 POLA1 gene, partial sequence"
4240,9577,6,6,2,474,710,0.9201877934,"Nomascus concolor isolate NCN-2 LUC7L gene, partial sequence"
4241,9577,6,6,2,693,729,0.9814814815,"Nomascus gabriellae isolate NGA-2 FBN1 gene, partial sequence"
4242,9577,6,6,2,399,406,0.9897372742,"Hylobates lar isolate HLA-1 CHRNA1 gene, partial sequence"
4243,9577,6,6,2,1225,1252,0.9920127796,"Nomascus leucogenys isolate HCO-3 BRCA2 gene, partial sequence"
4244,9577,6,6,2,616,765,0.9124183007,"Hylobates agilis isolate HAG-6 BCOR gene, partial sequence"
4245,9577,6,6,2,989,998,0.9981629927,"Nomascus leucogenys isolate HCO-3 BCHE gene, partial sequence"
4246,9577,6,6,2,908,948,0.988045007,"Hylobates agilis isolate HAG-6 AXIN1 gene, partial sequence"
4251,9578,6,6,1,300,318,0.9748427673,"Hylobates klossii MAOA gene, repeat region"
4252,9578,6,6,1,539,543,0.9975445058,"Hylobates lar voucher GCC-851004001 glucose-6-phosphate dehydrogenase (G6PD) gene, intron 4"
4253,9578,6,6,1,674,676,0.999260355,"Hylobates lar voucher GCC-851004001 glucose-6-phosphate dehydrogenase (G6PD) gene, intron 5"
4254,9578,6,6,1,335,335,1,"Hylobates lar voucher GCC-851004001 glucose-6-phosphate dehydrogenase (G6PD) gene, intron 7"
4255,9578,6,6,1,445,447,0.9988814318,"Hylobates agilis voucher GCC-HAA402 glucose-6-phosphate dehydrogenase (G6PD) gene, intron 8"
4330,314293,6,6,6,1051,1097,0.98465512,"Mandrillus leucophaeus cholesteryl ester transfer protein (CETP) gene, exon 8 and partial cds"
4340,9479,6,6,6,300,475,0.7368421053,Callimico goeldii Alu insertion locus CaCaLe2 genomic sequence
4341,9443,6,6,6,454,1634,0.6375968992,"Mirza coquereli progesterone receptor (PGR) gene, exon 1 and partial cds"
4342,9443,6,6,6,545,665,0.9350877193,Colobus guereza FLAM_A repeat region and unknown gene
4344,9443,6,6,6,798,927,0.976806904,"Microcebus murinus recombination activating protein 1 (RAG1) gene, partial cds"
4345,9443,6,6,6,491,888,0.9159159159,Microcebus murinus partial mRNA for DAZL protein
4353,314293,6,6,5,501,501,1,"Aotus vociferans RanBP2 mRNA, partial cds"
4354,314293,6,6,3,299,343,0.9572400389,"Aotus vociferans interleukin-4 (IL-4) mRNA, partial cds"
4355,9479,6,6,3,296,1498,0.3641522029,"Ateles geoffroyi IL10 (IL10) gene, partial cds"
4356,314293,6,6,6,1544,1548,0.9982773471,"Callicebus moloch oligoadenylate synthetase-like protein mRNA, complete cds"
4357,314293,6,6,6,670,1000,0.7253333333,Transcriptome Microarray Technology and Methods of Using the Same
4359,314293,6,6,6,500,665,0.9578947368,"Cercopithecus aethiops clone OLG_58 olfactory receptor-like protein gene, partial sequence"
4360,314293,6,6,6,667,667,1,"Autos azarai clone OLG_41 olfactory receptor-like protein gene, partial sequence"
